Temporada,Date,Time,Form,Location,User,Pass?,Country Origen / Pais de Origen,Production Area / Zona de Producción,Continente,Is it an Emergent Market? / Es Mercado Emergente?,# Inspection / Número de Inspección,Harvest Data / Fecha de Cosecha,Variety / Variedad,Harvest Interval/Dias de Reingreso,Country / Pais,Pre-Inspection Disposition / Disposición de la Inspección Previa,Pallet Count / Cajas por Tarima,Count Clamshell/ # Clamshell's,Clamshell weight / Peso del canasto,Were the weights recorded? / ¿Los pesos fueron registrados?,Average Clamshell weight / Peso promedio del canasto,# Clamshell with Compliance / Canastos en Conformidad,# Clamshell Underweight / Canastos con Bajo Peso,Clamshell Low weight / Canasto con menor peso,Basket Count / Conteo por Canasto,Average Basket Count / Conteo Promedio por Canasto,Total Fruit Inspected / Total de Fruta Inspeccionada,# Sample Brix / # Muestras Brix,Brix1,Brix2,Brix3,Brix4,Brix5,# Sample Acidity / # Muestras Acidez,Acidity / Acidez 1,Acidity / Acidez 2,Acidity / Acidez 3,Acidity / Acidez 4,Acidity / Acidez 5, Semana Inspeccion,Brix6,Brix7,Acidity / Acidez 6,Acidity / Acidez 7,Brix8,Brix9,Brix10,Acidity / Acidez 8,Acidity / Acidez 9,Has it been approved? / ¿Ha sido Aprobado?2,Fecha de Cosecha,PRODUCTION AREA,Lote,Empresa,Production Area,Ha,FUNDO CODE,SKU Code,Fruit Type
2023-2024,25/9/2025,22:39,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,ASIA NORTE,,First Inspection,1102211:46:00,PINOT,10,,Pass_Pasar,390,16,142,Yes / Si,141.34,16,0,,76,69.5,1112,2,18.9,16.2,,,,2,0.74,0.99,,,,2539,,,,,,,,,,,25/9/2025,Ica,Lote 34,Agricultores del Sol,Ica,249.17,87017,9102,Generica
2023-2024,25/9/2025,22:37,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102187:14:00,MERLOT,13,,Pass_Pasar,200,8,371,Yes / Si,355.87,0,1,,123,121.5,972,5,15.4,15.6,16.3,15.3,,5,0.34,0.44,0.34,0.46,0.5,2539,,,,,,,,,,,24/9/2025,Piura,Lote 9,Sol del Sur,Piura,27.41,86992,9116,Generica
2023-2024,25/9/2025,22:32,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102188:09:00,MERLOT,13,,Pass_Pasar,200,8,370,Yes / Si,359.37,0,0,,121,118,944,5,15.4,15.6,16.3,15.3,,5,0.34,0.44,0.34,0.46,0.5,2539,,,,,,,,,,,24/9/2025,Piura,Lote 9,Sol del Sur,Piura,27.41,86992,9116,Generica
2023-2024,25/9/2025,16:03,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,EEUU,,First Inspection,1102190:22:00,MERLOT,13,,Pass_Pasar,279,10,365,Yes / Si,352.70,0,0,,98,97,970,5,15.5,12.7,13.8,17.1,,5,0.35,0.45,0.55,0.4,0.49,2539,,,,,,,,,,,24/9/2025,Ica,Lote 7,Uvas del Sabor,Ica,110.1,86990,9117,Organica
2023-2024,25/9/2025,12:35,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,EEUU,,First Inspection,1102185:18:00,AIREN,12,,Pass_Pasar,210,10,340,Yes / Si,332.70,10,0,,168,158.5,1585,2,14.1,14.1,,,,2,0.44,0.47,,,,2539,,,,,,,,,,,24/9/2025,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9108,Generica
2023-2024,25/9/2025,12:31,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,EEUU,,First Inspection,1102184:25:00,MERLOT,12,,Pass_Pasar,276,10,357,Yes / Si,353.50,0,0,,107,104,1040,5,16.7,14.9,14.9,13.5,,5,0.31,0.53,0.53,0.52,0.44,2539,,,,,,,,,,,24/9/2025,Ica,Lote 38,Tierra Linda,Ica,35.08,87021,9116,Generica
2023-2024,26/9/2025,21:01,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1102239:08:00,AIREN,11,,Pass_Pasar,280,8,360,Yes / Si,358.75,0,0,,115,110,880,5,13.5,12.8,14.8,14.9,,5,0.48,0.28,0.27,0.31,0.31,2539,,,,,,,,,,,26/9/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2023-2024,26/9/2025,20:58,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1102238:41:00,AIREN,11,,Pass_Pasar,280,8,359,Yes / Si,357.12,0,0,,118,114,912,5,13.8,14.2,13.6,14.4,,5,0.26,0.31,0.25,0.3,0.3,2539,,,,,,,,,,,26/9/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2023-2024,26/9/2025,0:04,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102192:44:00,MERLOT,13,,Pass_Pasar,200,8,354,Yes / Si,352.62,0,0,,118,111.5,892,5,16.2,15.8,15.1,15.7,,5,0.44,0.35,0.38,0.52,0.48,2539,,,,,,,,,,,24/9/2025,Piura,Lote 39,Sociedad del Sol,Piura,71.53,87022,9116,Generica
2023-2024,26/9/2025,0:01,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102194:56:00,MERLOT,13,,Pass_Pasar,50,2,352,Yes / Si,352.00,0,0,,96,96,192,5,16.2,15.8,15.1,15.7,,5,0.44,0.35,0.38,0.52,0.48,2539,,,,,,,,,,,24/9/2025,Piura,Lote 39,Sociedad del Sol,Piura,71.53,87022,9116,Generica
2023-2024,27/9/2025,8:52,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102216:55:00,AIREN,12,,Pass_Pasar,100,4,354,Yes / Si,352.75,0,0,,136,131.5,526,5,15.1,14.4,14.3,14.5,,5,0.28,0.32,0.28,0.17,0.28,2539,,,,,,,,,,,25/9/2025,Piura,Lote 39,Sociedad del Sol,Piura,71.53,87022,9116,Generica
2023-2024,27/9/2025,8:48,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102187:40:00,AIREN,15,,Pass_Pasar,200,7,353,Yes / Si,352.57,0,0,,127,124,868,5,15.1,14.4,14.3,14.5,,5,0.28,0.32,0.28,0.17,0.28,2539,,,,,,,,,,,24/9/2025,Piura,Lote 39,Sociedad del Sol,Piura,71.53,87022,9116,Generica
2023-2024,27/9/2025,8:24,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,True,Perú,Piura,EEUU,,First Inspection,1102240:26:00,AIREN,10,,Pass_Pasar,100,4,354,Yes / Si,352.75,0,0,,131,128,512,5,14.4,15.9,15.3,14.2,,5,0.24,0.13,0.15,0.43,0.24,2539,,,,,,,,,,,26/9/2025,Piura,Lote 41,Campos Gloriosos,Piura,61.84,87024,9116,Generica
2023-2024,27/9/2025,8:19,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,True,Perú,Piura,EEUU,,First Inspection,1102240:04:00,AIREN,10,,Pass_Pasar,100,4,354,Yes / Si,352.25,0,0,,140,135,540,5,14.4,15.9,15.3,14.2,,5,0.24,0.13,0.15,0.43,0.24,2539,,,,,,,,,,,26/9/2025,Piura,Lote 41,Campos Gloriosos,Piura,61.84,87024,9116,Generica
2023-2024,30/9/2025,21:56,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102336:24:00,MERLOT,12,,Pass_Pasar,200,8,360.2,Yes / Si,357.68,0,0,,99,94.5,756,5,16.1,16.6,16.2,15,17.2,5,0.44,0.39,0.38,0.5,0.42,2540,,,,,,,,,,,30/9/2025,Piura,Lote 1,Santa Bernardina Uva,Piura,80.51,86984,9116,Generica
2023-2024,30/9/2025,21:52,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102335:43:00,MERLOT,12,,Pass_Pasar,200,8,363.1,Yes / Si,358.17,0,0,,90,89.5,716,5,16.1,16.6,16.2,15,17.2,5,0.44,0.39,0.38,0.5,0.42,2540,,,,,,,,,,,30/9/2025,Piura,Lote 1,Santa Bernardina Uva,Piura,80.51,86984,9116,Generica
2023-2024,30/9/2025,21:30,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102309:50:00,AIREN,11,,Pass_Pasar,200,8,353,Yes / Si,352.62,0,0,,127,124.5,996,5,14.8,15.4,14.7,14.4,13.5,5,0.31,0.23,0.2,0.25,0.26,2540,,,,,,,,,,,29/9/2025,Piura,Lote 39,Sociedad del Sol,Piura,71.53,87022,9116,Generica
2023-2024,30/9/2025,21:21,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,True,Perú,Piura,EEUU,,First Inspection,1102308:54:00,AIREN,11,,Pass_Pasar,200,8,355,Yes / Si,353.12,0,0,,131,128,1024,5,14.8,15.4,14.7,14.4,13.5,5,0.31,0.23,0.2,0.25,0.26,2540,,,,,,,,,,,29/9/2025,Piura,Lote 39,Sociedad del Sol,Piura,71.53,87022,9116,Generica
2023-2024,30/9/2025,20:02,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,EEUU,,First Inspection,1102305:17:00,MERLOT,12,,Pass_Pasar,276,10,360,Yes / Si,355.20,0,0,,99,97.5,975,5,14.8,15.3,14.4,13.5,14.8,5,0.53,0.37,0.58,0.36,0.5,2540,,,,,,,,,,,29/9/2025,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2023-2024,30/9/2025,20:01,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Pisco,EEUU,,First Inspection,1102310:44:00,AIREN,10,,Pass_Pasar,210,10,339,Yes / Si,333.70,10,0,,202,180,1800,2,16.1,13.2,,,,2,0.72,0.36,,,,2540,,,,,,,,,,,29/9/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9108,Generica
2023-2024,30/9/2025,19:59,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Pisco,EEUU,,First Inspection,1102310:08:00,AIREN,10,,Pass_Pasar,276,10,359,Yes / Si,356.80,0,0,,123,118.5,1185,5,14.6,13.5,15.8,15,14.5,5,0.7,0.4,0.5,0.49,0.44,2540,,,,,,,,,,,29/9/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2023-2024,30/9/2025,19:54,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Pisco,EEUU,,First Inspection,1102311:14:00,AIREN,10,,Pass_Pasar,276,10,360,Yes / Si,356.40,0,0,,128,124.5,1245,5,15,13.3,15.5,13.8,17.6,5,0.67,0.44,0.61,0.48,0.39,2540,,,,,,,,,,,29/9/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2023-2024,30/9/2025,18:05,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1102335:15:00,AIREN,11,,Pass_Pasar,280,8,358.5,Yes / Si,357.50,0,0,,123,116.5,932,5,14.4,14,13.9,14,13.7,5,0.34,0.2,0.23,0.16,0.2,2540,,,,,,,,,,,30/9/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2023-2024,30/9/2025,18:03,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1102333:53:00,AIREN,11,,Pass_Pasar,280,8,359.5,Yes / Si,358.43,0,0,,130,123.5,988,5,15.4,14.5,13,14.7,14.4,5,0.33,0.21,0.37,0.29,0.64,2540,,,,,,,,,,,30/9/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2023-2024,30/9/2025,15:59,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Pisco,EEUU,,First Inspection,1102310:11:00,AIREN,10,,Pass_Pasar,204,8,358,Yes / Si,353.62,0,0,,138,133,1064,5,14,14.5,15.1,16.6,13.6,5,0.29,0.17,0.52,0.53,0.64,2540,,,,,,,,,,,29/9/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2023-2024,30/9/2025,15:58,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EUROPA,No,First Inspection,1102310:50:00,TINTORERA,8,,Pass_Pasar,196,8,347,Yes / Si,335.75,0,0,,178,176.5,1412,2,13.4,14.6,,,,2,0.66,0.37,,,,2540,,,,,,,,,,,29/9/2025,Ica,Lote 14,Agricultores Unidos,Ica,40.26,86997,9098,Generica
2023-2024,1/10/2025,21:29,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102334:34:00,MERLOT,13,,Pass_Pasar,200,8,355,Yes / Si,353.12,0,0,,99,110.5,884,5,15.6,15.1,15,16.5,14.5,5,0.41,0.28,0.29,0.38,0.3,2540,,,,,,,,,,,30/9/2025,Piura,Lote 8,Sol del Sur,Piura,68.65,86991,9116,Generica
2023-2024,1/10/2025,21:16,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,True,Perú,Piura,EEUU,,First Inspection,1102335:39:00,MERLOT,13,,Pass_Pasar,204,8,348,Yes / Si,345.00,8,0,,168,161.5,1292,2,13.2,13.9,,,,2,0.73,0.65,,,,2540,,,,,,,,,,,30/9/2025,Piura,Lote 8,Sol del Sur,Piura,68.65,86991,9108,Generica
2023-2024,1/10/2025,19:07,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,ASIA NORTE,,First Inspection,1102359:29:00,PINOT,7,,Pass_Pasar,390,12,145,Yes / Si,142.66,12,0,,45,44,528,2,16.1,13.8,,,,2,0.37,0.33,,,,2540,,,,,,,,,,,1/10/2025,Ica,Lote 34,Agricultores del Sol,Ica,249.17,87017,9103,Generica
2023-2024,1/10/2025,18:56,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,ASIA NORTE,,First Inspection,1103052:35:00,VERDEJO,8,,Pass_Pasar,89,12,,No,,,,,35,33,396,2,11.7,12.9,,,,2,0.58,0.5,,,,2540,,,,,,,,,,,30/10/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9100,Generica
2023-2024,1/10/2025,18:45,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,ASIA CENTRO,No,First Inspection,1102332:12:00,AIREN,10,,Pass_Pasar,42,12,,No,,,,,65,58,696,2,15.5,14.9,,,,2,0.67,0.53,,,,2540,,,,,,,,,,,30/9/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9099,Generica
2023-2024,1/10/2025,18:42,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1102331:21:00,TINTORERA,12,Taiwan,Pass_Pasar,390,16,145,Yes / Si,142.31,16,0,,64,63,1008,2,13.5,14.8,,,,2,0.46,0.34,,,,2540,,,,,,,,,,,30/9/2025,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9099,Generica
2023-2024,1/10/2025,16:15,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,EEUU,,First Inspection,1102359:45:00,TINTORERA,8,,Pass_Pasar,210,10,349,Yes / Si,268.10,10,0,,175,171,1710,2,12.7,13,,,,2,0.62,0.48,,,,2540,,,,,,,,,,,1/10/2025,Ica,Lote 34,Agricultores del Sol,Ica,249.17,87017,9108,Generica
2023-2024,1/10/2025,14:33,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Ica,EEUU,,First Inspection,1102353:49:00,AIREN,10,,Pass_Pasar,276,10,358,Yes / Si,355.10,0,0,,135,128.5,1285,5,12.7,14,12.8,13.6,13.1,5,0.57,0.44,0.3,0.7,0.7,2540,,,,,,,,,,,1/10/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9116,Generica
2023-2024,1/10/2025,14:31,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Ica,EEUU,,First Inspection,1103074:22:00,MERLOT,10,,Pass_Pasar,276,10,366,Yes / Si,356.50,0,0,,94,97,970,5,13,14.7,17.1,16.3,14.1,5,0.54,0.59,0.63,0.59,0.65,2540,,,,,,,,,,,31/10/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9116,Generica
2023-2024,1/10/2025,14:29,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,ASIA NORTE,,First Inspection,1103074:57:00,MERLOT,10,,Pass_Pasar,390,16,159,Yes / Si,148.37,16,0,,53,52,832,2,14.3,12,,,,2,1.03,0.9,,,,2540,,,,,,,,,,,31/10/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9102,Generica
2023-2024,1/10/2025,14:28,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,EEUU,,First Inspection,1103076:13:00,AIREN,10,,Pass_Pasar,274,10,359,Yes / Si,356.10,0,0,,128,128,1280,5,13.5,13.2,12.6,14.5,13.3,5,0.24,0.4,0.64,0.56,0.37,2540,,,,,,,,,,,31/10/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9116,Generica
2023-2024,2/10/2025,23:11,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102384:46:00,MERLOT,12,,Pass_Pasar,200,8,359.3,Yes / Si,357.48,0,0,,94,90.5,724,5,15.6,14,15.2,14.2,15.6,5,0.5,0.5,0.35,0.48,0.33,2540,,,,,,,,,,,2/10/2025,Piura,Lote 1,Santa Bernardina Uva,Piura,80.51,86984,9116,Generica
2023-2024,2/10/2025,22:53,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,ASIA NORTE,,First Inspection,1102384:54:00,MERLOT,7,,Pass_Pasar,116,12,,No,,,,,54,47.5,570,2,17.2,15.6,,,,2,0.87,0.7,,,,2540,,,,,,,,,,,2/10/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9102,Generica
2023-2024,2/10/2025,22:50,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,ASIA CENTRO,No,First Inspection,1102360:23:00,VERDEJO,8,,Pass_Pasar,180,12,,No,,,,,37,36.5,438,2,9.9,10.4,,,,2,0.74,0.77,,,,2540,,,,,,,,,,,1/10/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9100,Generica
2023-2024,2/10/2025,22:46,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102383:39:00,MERLOT,10,,Pass_Pasar,200,8,362.7,Yes / Si,359.16,0,0,,97,94,752,5,16.1,14.2,16.3,15.6,13.8,5,0.32,0.31,0.32,0.35,0.31,2540,,,,,,,,,,,2/10/2025,Piura,Lote 1,Santa Bernardina Uva,Piura,80.51,86984,9116,Generica
2023-2024,2/10/2025,22:43,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,ASIA NORTE,,First Inspection,1102383:59:00,MERLOT,7,,Pass_Pasar,100,12,,No,,,,,31,30.5,366,2,13.9,14.2,,,,2,0.8,0.54,,,,2540,,,,,,,,,,,2/10/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9103,Generica
2023-2024,2/10/2025,20:53,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1102355:11:00,MERLOT,11,,Pass_Pasar,204,5,347,Yes / Si,344.00,0,0,,93,97.5,487.5,2,14.1,16.1,,,,2,0.39,0.38,,,,2540,,,,,,,,,,,1/10/2025,Ica,Lote 7,Uvas del Sabor,Ica,110.1,86990,9110,Organica
2023-2024,2/10/2025,20:52,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1102330:17:00,TINTORERA,5,,Pass_Pasar,204,6,201,Yes / Si,194.66,0,0,,99,94.5,567,2,12.5,11.6,,,,2,0.83,0.46,,,,2540,,,,,,,,,,,30/9/2025,Ica,Lote 7,Uvas del Sabor,Ica,110.1,86990,9107,Organica
2023-2024,2/10/2025,19:28,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,EEUU,,First Inspection,1102382:52:00,AIREN,11,,Pass_Pasar,276,10,367,Yes / Si,359.12,0,0,,116,111,1110,5,13.5,16.7,16.9,15.2,17,5,0.38,0.5,0.54,0.37,0.39,2540,,,,,,,,,,,2/10/2025,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9116,Generica
2023-2024,3/10/2025,21:11,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1102407:21:00,AIREN,11,,Pass_Pasar,280,8,359,Yes / Si,358.12,0,0,,130,127.5,1020,5,16.5,16.1,15.4,15.5,14.4,5,0.43,0.58,0.37,0.6,0.6,2540,,,,,,,,,,,3/10/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2023-2024,3/10/2025,21:08,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1102406:37:00,AIREN,11,,Pass_Pasar,280,8,359.5,Yes / Si,358.50,0,0,,131,124,992,5,14.3,14.7,14.8,15.2,14.5,5,0.58,0.39,0.33,0.37,0.39,2540,,,,,,,,,,,3/10/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2023-2024,3/10/2025,17:48,Formulario Registro Inspeccion Uva,Ica,Gloria A.,False,Perú,Ica,EUROPA,No,First Inspection,1102379:16:00,VERDEJO,7,,Pass_Pasar,390,16,149,Yes / Si,143.12,16,0,,39,38.5,616,2,13.2,15.5,,,,2,0.72,0.52,,,,2540,,,,,,,,,,,2/10/2025,Ica,Lote 14,Agricultores Unidos,Ica,40.26,86997,9092,Generica
2023-2024,3/10/2025,17:42,Formulario Registro Inspeccion Uva,Ica,Gloria A.,False,Perú,Pisco,ASIA NORTE,,First Inspection,1102379:42:00,VERDEJO,7,,Pass_Pasar,390,16,151,Yes / Si,145.43,16,0,,32,31,496,2,12,12.7,,,,2,0.53,0.47,,,,2540,,,,,,,,,,,2/10/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9103,Generica
2023-2024,3/10/2025,17:22,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1102379:41:00,VERDEJO,7,Malasia,Pass_Pasar,390,16,147,Yes / Si,144.43,16,0,,41,39.5,632,2,12.7,12.4,,,,2,0.59,0.64,,,,2540,,,,,,,,,,,2/10/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9099,Generica
2023-2024,3/10/2025,17:21,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Pisco,EUROPA,No,First Inspection,1102379:10:00,VERDEJO,7,,Pass_Pasar,390,16,152,Yes / Si,144.37,16,0,,45,43,688,2,11.6,12,,,,2,0.57,0.41,,,,2540,,,,,,,,,,,2/10/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9092,Generica
2023-2024,3/10/2025,17:20,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Pisco,EEUU,,First Inspection,1102378:34:00,AIREN,9,,Pass_Pasar,276,10,359,Yes / Si,354.80,0,0,,127,120.5,1205,5,14.7,15.4,14.9,14.8,13.5,5,0.19,0.18,0.38,0.16,0.23,2540,,,,,,,,,,,2/10/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2023-2024,3/10/2025,17:19,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Pisco,EEUU,,First Inspection,1102378:08:00,AIREN,9,,Pass_Pasar,276,10,360,Yes / Si,355.90,0,0,,119,117.5,1175,5,14.1,14.7,16.4,14.2,14.9,5,0.2,0.37,0.23,0.25,0.38,2540,,,,,,,,,,,2/10/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2023-2024,4/10/2025,13:06,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,EEUU,,First Inspection,1102402:56:00,AIREN,9,,Pass_Pasar,110,4,580,Yes / Si,578.50,0,0,,189,187.5,750,5,15.2,14.1,14.7,14.1,13.2,5,0.38,0.69,0.48,0.45,0.28,2540,,,,,,,,,,,3/10/2025,Ica,Lote 19,Agricultores Unidos,Ica,79.51,87002,9118,Generica
2023-2024,4/10/2025,13:05,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Ica,EEUU,,First Inspection,1102402:30:00,AIREN,9,,Pass_Pasar,110,4,589,Yes / Si,586.50,0,0,,199,195.5,782,5,14.7,15.9,14.5,14.2,14,5,0.57,0.5,0.36,0.46,0.56,2540,,,,,,,,,,,3/10/2025,Ica,Lote 19,Agricultores Unidos,Ica,79.51,87002,9118,Generica
2023-2024,4/10/2025,13:03,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,EEUU,,First Inspection,1102401:51:00,MERLOT,8,,Pass_Pasar,110,4,585,Yes / Si,581.75,4,0,,176,175,700,2,16.4,12.4,,,,2,0.48,0.95,,,,2540,,,,,,,,,,,3/10/2025,Ica,Lote 19,Agricultores Unidos,Ica,79.51,87002,9111,Generica
2023-2024,4/10/2025,13:02,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,EEUU,,First Inspection,1102401:16:00,VERDEJO,7,,Pass_Pasar,110,4,587,Yes / Si,580.25,4,0,,222,215,860,2,13.4,13.8,,,,2,0.79,0.79,,,,2540,,,,,,,,,,,3/10/2025,Ica,Lote 14,Agricultores Unidos,Ica,40.26,86997,9111,Generica
2023-2024,4/10/2025,8:17,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102381:55:00,AIREN,12,,Pass_Pasar,200,8,354,Yes / Si,352.87,0,0,,124,118,944,5,14.6,13.6,14.9,15.3,14.4,5,0.26,0.21,0.18,0.39,0.22,2540,,,,,,,,,,,2/10/2025,Piura,Lote 39,Sociedad del Sol,Piura,71.53,87022,9116,Generica
2023-2024,4/10/2025,7:59,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,EEUU,,First Inspection,1102382:52:00,AIREN,12,,Pass_Pasar,100,4,362,Yes / Si,361.25,4,0,,206,204.5,818,1,13.7,,,,,1,0.19,,,,,2540,,,,,,,,,,,2/10/2025,Piura,Lote 39,Sociedad del Sol,Piura,71.53,87022,9108,Generica
2023-2024,4/10/2025,7:53,Formulario Registro Inspeccion Uva,Piura,Lincoln Fernandez,False,Perú,Piura,ASIA NORTE,,First Inspection,1102384:35:00,AIREN,12,,Pass_Pasar,250,10,145,Yes / Si,143.00,10,0,,36,35.5,355,2,14.9,14.4,,,,2,0.15,0.13,,,,2540,,,,,,,,,,,2/10/2025,Piura,Lote 39,Sociedad del Sol,Piura,71.53,87022,9103,Generica
